1.0,-6.9782330170991465
11.0,-5.494937110082903
25.0,-3.518135376756068
35.0,-2.4492012779552743
45.0,-1.8756345177664981
52.0,-1.2473170127182036
65.0,0.03092783505154544
75.0,0.5699421965317919
85.0,0.11542056074766296
95.0,-0.16870748299319682
105.0,0.10113381184201518
115.0,1.8303116147308787
125.0,2.2728956228956227
134.0,2.1238100486823477
144.0,2.258655131138372
155.0,1.8613861386138602
163.0,1.9215424249983173
176.0,2.798035460962461
188.0,4.452707581227443
195.0,4.894946401225116
205.0,5.804690831556509
215.0,6.638615384615381
224.0,7.315345723239201
235.0,7.342622950819669
244.0,5.7736340819022525
255.0,1.6237201365187728
266.0,-1.9083032490974716
275.0,-3.1805054151624574
281.0,-4.07906374429467
294.0,-6.361010830324915
304.0,-7.787303511835278
312.0,-9.000909253939477
325.0,-9.856504065040648
333.0,-9.270599418851521
345.0,-8.377018633540372
354.0,-7.787303511835278
