2.0,-5.896701970240773
12.0,-6.344552752790708
22.0,-7.240254317890568
34.0,-7.837388694623812
45.0,-7.619047619047619
53.0,-6.792403535340642
65.0,-5.061855670103093
75.0,-4.891304347826087
85.0,-4.702433216774287
94.0,-3.358880869124492
103.0,-1.5674777389247623
115.0,2.0530973451327434
121.0,3.5081644633078004
134.0,4.254582434224353
144.0,2.76174649239124
155.0,2.1913043478260867
165.0,2.3671875
175.0,3.0945945945945947
183.0,4.851716810957596
193.0,5.747418376057456
204.0,5.747418376057456
214.0,5.299567593507521
225.0,4.5
232.0,2.4631793040246226
245.0,0.7857142857142857
255.0,0.6233766233766234
264.0,0.3732089854582759
274.0,-0.8210597680082106
285.0,-3.208791208791209
293.0,-6.1952691586074
300.0,-8.285239477173747
314.0,-8.733090259723681
324.0,-7.240254317890568
334.0,-6.344552752790708
344.0,-5.896701970240773
355.0,-6.1952691586074
